Sample name ,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Analyte retention time (min),Internal standard peak area,Internal standard retention time (min),Sample mass
2022_NIASediment_GroupA_LabBlank,Blank,Lab,Sediment,NIA,PFNA,0.00E+00,0,7.95E+03,2.78,1.00E+00
2022_NIASediment_GroupA_Sample,Sample,Field,Sediment,NIA,PFNA,0.00E+00,0,5.38E+03,2.8,2.14E+00
2022_NIASediment_GroupA_Spike,Spike,Field,Sediment,NIA,PFNA,2.56E+04,2.76,3.24E+03,2.77,1.00E+00
2022_NIASediment_GroupB_FieldBlank,Blank,Field,Sediment,NIA,PFNA,0.00E+00,0,3.19E+03,2.77,1.00E+00
2022_NIASediment_GroupB_LabBlank,Blank,Lab,Sediment,NIA,PFNA,0.00E+00,0,2.31E+03,2.75,1.00E+00
2022_NIASediment_GroupB_Sample,Sample,Field,Sediment,NIA,PFNA,0.00E+00,0,2.11E+03,2.79,1.03E+00
2022_NIASediment_GroupB_Spike,Spike,Field,Sediment,NIA,PFNA,1.44E+04,2.76,2.22E+03,2.76,1.00E+00
2022_NIASediment_GroupE_FieldBlank,Blank,Field,Sediment,NIA,PFNA,6.25E+01,2.84,4.40E+03,2.74,1.00E+00
2022_NIASediment_GroupE_LabBlank,Blank,Lab,Sediment,NIA,PFNA,0.00E+00,0,2.28E+03,2.75,1.00E+00
2022_NIASediment_GroupE_Sample,Sample,Field,Sediment,NIA,PFNA,1.49E+02,2.83,1.67E+03,2.78,1.03E+00
2022_NIASediment_GroupE_Spike,Spike,Field,Sediment,NIA,PFNA,6.74E+03,2.76,1.53E+03,2.71,1.00E+00
2022_NIASediment_GroupF_FieldBlank,Blank,Field,Sediment,NIA,PFNA,0.00E+00,0,1.49E+03,2.79,1.00E+00
2022_NIASediment_GroupF_LabBlank,Blank,Lab,Sediment,NIA,PFNA,0.00E+00,0,1.27E+03,2.79,1.00E+00
2022_NIASediment_GroupF_Sample,Sample,Field,Sediment,NIA,PFNA,2.20E+02,2.83,2.17E+03,2.79,1.00E+00
2022_NIASediment_GroupF_Spike,Spike,Field,Sediment,NIA,PFNA,9.06E+03,2.77,1.21E+03,2.78,1.00E+00
2022_NIABiota_GroupA_BlenderBlank,Blank,Blender,Biota,NIA,PFNA,0.00E+00,0,5.68E+03,2.78,1.00E+00
2022_NIABiota_GroupA_Crayfish1,Sample,Pestle,Biota,NIA,PFNA,1.51E+03,2.79,4.20E+03,2.77,7.43E-01
2022_NIABiota_GroupA_Crayfish2,Sample,Pestle,Biota,NIA,PFNA,1.07E+03,2.78,3.14E+03,2.79,6.35E-01
2022_NIABiota_GroupA_MortarBlank,Blank,Pestle,Biota,NIA,PFNA,7.10E+02,2.82,5.95E+03,2.8,1.00E+00
2022_NIABiota_GroupA_MortarSpike,Spike,Pestle,Biota,NIA,PFNA,1.16E+03,2.78,3.98E+03,2.78,1.00E+00
2022_NIABiota_GroupA_Sunfish1,Sample,Blender,Biota,NIA,PFNA,1.50E+03,2.79,4.13E+03,2.77,7.31E-01
2022_NIABiota_GroupA_Sunfish2,Sample,Blender,Biota,NIA,PFNA,1.58E+04,2.78,5.42E+03,2.82,8.26E-01
2022_NIABiota_GroupB_BlenderBlank,Blank,Blender,Biota,NIA,PFNA,0.00E+00,0,6.54E+03,2.78,1.00E+00
2022_NIABiota_GroupB_BlenderSpike,Spike,Blender,Biota,NIA,PFNA,9.53E+02,2.77,4.46E+03,2.8,1.00E+00
2022_NIABiota_GroupB_HomogenizerBlank,Blank,Homogenizer,Biota,NIA,PFNA,1.39E+03,2.79,4.83E+03,2.78,1.00E+00
2022_NIABiota_GroupB_HomogenizerSpike,Spike,Homogenizer,Biota,NIA,PFNA,2.25E+04,2.8,4.43E+03,2.8,1.00E+00
2022_NIABiota_GroupB_Spider1,Sample,Homogenizer,Biota,NIA,PFNA,0.00E+00,0,5.46E+03,2.8,1.00E-01
2022_NIABiota_GroupB_Spider2,Sample,Homogenizer,Biota,NIA,PFNA,6.30E+02,2.79,8.79E+03,2.79,1.00E-01
2022_NIABiota_GroupB_Sunfish1,Sample,Blender,Biota,NIA,PFNA,5.88E+02,2.76,7.81E+03,2.78,6.20E-01
2022_NIABiota_GroupB_Sunfish2,Sample,Blender,Biota,NIA,PFNA,4.29E+04,2.79,6.39E+03,2.79,6.91E-01
2022_NIABiota_GroupC_BlenderBlank,Blank,Blender,Biota,NIA,PFNA,0.00E+00,0,4.39E+03,2.78,1.00E+00
2022_NIABiota_GroupC_BlenderSpike,Spike,Blender,Biota,NIA,PFNA,1.64E+03,2.78,2.57E+03,2.78,1.00E+00
2022_NIABiota_GroupC_Catfish1,Sample,Blender,Biota,NIA,PFNA,1.22E+03,2.79,1.70E+03,2.79,7.03E-01
2022_NIABiota_GroupC_Catfish2,Sample,Blender,Biota,NIA,PFNA,1.29E+04,2.78,8.43E+02,2.82,8.45E-01
2022_NIABiota_GroupC_HomogenizerBlank,Blank,Homogenizer,Biota,NIA,PFNA,0.00E+00,0,2.33E+03,2.79,1.00E+00
2022_NIABiota_GroupC_HomogenizerSpike,Spike,Homogenizer,Biota,NIA,PFNA,3.37E+02,2.87,2.26E+03,2.8,1.00E+00
2022_NIABiota_GroupC_Shrimp1,Sample,Homogenizer,Biota,NIA,PFNA,1.03E+03,2.78,2.50E+03,2.77,6.74E-01
2022_NIABiota_GroupC_Shrimp2,Sample,Homogenizer,Biota,NIA,PFNA,1.65E+04,2.83,3.11E+03,2.81,7.11E-01
2022_NIABiota_GroupD_Crayfish1,Sample,Pestle,Biota,NIA,PFNA,2.83E+02,2.83,6.25E+03,2.76,5.77E-01
2022_NIABiota_GroupD_Crayfish2,Sample,Pestle,Biota,NIA,PFNA,1.77E+03,2.78,4.55E+03,2.79,5.61E-01
2022_NIABiota_GroupD_MortarBlank,Blank,Pestle,Biota,NIA,PFNA,1.79E+03,2.8,4.06E+03,2.78,1.00E+00
2022_NIABiota_GroupD_MortarSpike,Spike,Pestle,Biota,NIA,PFNA,2.10E+04,2.79,5.46E+03,2.79,1.00E+00
2022_NIABiota_GroupE_BlenderBlank,Blank,Blender,Biota,NIA,PFNA,0.00E+00,0,4.88E+03,2.76,1.00E+00
2022_NIABiota_GroupE_Catfish,Sample,Blender,Biota,NIA,PFNA,3.85E+03,2.81,3.34E+03,2.78,8.01E-01
2022_NIABiota_GroupE_MortarBlank,Blank,Pestle,Biota,NIA,PFNA,0.00E+00,0,7.57E+03,2.8,1.00E+00
2022_NIABiota_GroupE_MortarSpike,Spike,Pestle,Biota,NIA,PFNA,2.01E+03,2.79,1.70E+03,2.78,1.00E+00
2022_NIABiota_GroupE_Snail,Sample,Pestle,Biota,NIA,PFNA,9.27E+03,2.81,3.62E+03,2.79,7.72E-01
2022_NIABiota_GroupF_BlenderBlank,Blank,Blender,Biota,NIA,PFNA,4.45E+02,2.79,4.78E+03,2.79,1.00E+00
2022_NIABiota_GroupF_BlenderSpike,Spike,Blender,Biota,NIA,PFNA,6.06E+02,2.83,4.93E+03,2.78,1.00E+00
2022_NIABiota_GroupF_LargeSunfish1,Sample,Blender,Biota,NIA,PFNA,8.81E+02,2.77,5.86E+03,2.79,5.50E-01
2022_NIABiota_GroupF_LargeSunfish2,Sample,Blender,Biota,NIA,PFNA,1.51E+03,2.78,4.59E+03,2.8,6.90E-01
2022_NIABiota_GroupF_LargeSunfish3,Sample,Blender,Biota,NIA,PFNA,1.49E+04,2.77,6.21E+03,2.78,7.02E-01
2022_NIABiota_GroupF_MortarBlank,Blank,Pestle,Biota,NIA,PFNA,0.00E+00,0,1.62E+03,2.78,1.00E+00
2022_NIABiota_GroupF_MortarSpike,Spike,Pestle,Biota,NIA,PFNA,1.37E+02,2.78,4.47E+03,2.78,1.00E+00
2022_NIABiota_GroupF_Snail1,Sample,Pestle,Biota,NIA,PFNA,4.61E+02,2.8,2.85E+03,2.8,6.21E-01
2022_NIABiota_GroupF_Snail2,Sample,Pestle,Biota,NIA,PFNA,5.58E+03,2.78,1.68E+03,2.78,5.42E-01
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,0.00E+00,2.92,1.01E+05,2.89,1.00E+00
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,2.19E+04,2.89,8.61E+04,2.88,1.00E+00
0.4 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,3.48E+04,2.9,7.96E+04,2.9,1.00E+00
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,7.81E+04,2.89,7.56E+04,2.9,1.00E+00
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,1.14E+05,2.9,6.20E+04,2.89,1.00E+00
4 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,1.98E+05,2.9,5.39E+04,2.91,1.00E+00
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,5.05E+05,2.91,5.73E+04,2.9,1.00E+00
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,7.10E+05,2.91,5.49E+04,2.9,1.00E+00
40 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,1.24E+06,2.9,5.65E+04,2.9,1.00E+00
100 ng/mL,Calibration curve,Lab,N/A,N/A,PFDA,3.06E+06,2.9,5.68E+04,2.9,1.00E+00
2022_20MCWater_FieldBlank,Blank,Field,Water,20MC,PFDA,2.81E+03,2.94,3.25E+04,2.92,1.00E+00
2022_20MCWater_FieldSpike1,Spike,Field,Water,20MC,PFDA,7.73E+03,2.92,2.95E+04,2.92,1.00E+00
2022_20MCWater_FieldSpike2,Spike,Field,Water,20MC,PFDA,9.87E+03,2.95,2.56E+04,2.92,1.00E+00
2022_20MCWater_LabBlank,Blank,Lab,Water,20MC,PFDA,1.06E+03,2.93,2.12E+04,2.92,1.00E+00
2022_20MCWater_Sample1,Sample,Field,Water,20MC,PFDA,5.39E+03,2.91,2.44E+04,2.92,1.00E+02
2022_20MCWater_Sample2,Sample,Field,Water,20MC,PFDA,1.06E+03,2.93,2.34E+04,2.91,1.00E+02
2022_20MCWater_Sample3,Sample,Field,Water,20MC,PFDA,9.79E+03,2.91,2.18E+04,2.91,1.00E+02
2022_20MCWater_Sample4,Sample,Field,Water,20MC,PFDA,1.69E+04,2.93,2.71E+04,2.91,1.00E+03
2022_NIAWater_FieldBlank1,Blank,Field,Water,NIA,PFDA,0.00E+00,0,2.32E+04,2.92,1.00E+00
2022_NIAWater_FieldBlank2,Blank,Field,Water,NIA,PFDA,0.00E+00,0,2.22E+04,2.93,1.00E+00
2022_NIAWater_FieldSpike1,Spike,Field,Water,NIA,PFDA,1.00E+04,2.92,2.32E+04,2.92,1.00E+00
2022_NIAWater_FieldSpike2,Spike,Field,Water,NIA,PFDA,1.10E+04,2.89,2.34E+04,2.88,1.00E+00
2022_NIAWater_LabBlank,Blank,Lab,Water,NIA,PFDA,0.00E+00,3.16,2.04E+04,2.86,1.00E+00
2022_NIAWater_Sample1,Sample,Field,Water,NIA,PFDA,1.80E+04,0,1.69E+04,2.85,1.00E+02
2022_NIAWater_Sample2,Sample,Field,Water,NIA,PFDA,1.56E+04,2.92,1.57E+04,2.91,1.00E+02
2022_NIAWater_Sample3,Sample,Field,Water,NIA,PFDA,1.82E+04,2.93,1.90E+04,2.91,1.00E+02
2022_NIASediment_GroupA_FieldBlank,Blank,Field,Sediment,NIA,PFDA,0.00E+00,0,6.05E+03,2.93,1.00E+00
2022_NIASediment_GroupA_LabBlank,Blank,Lab,Sediment,NIA,PFDA,0.00E+00,0,1.19E+04,2.93,1.00E+00
2022_NIASediment_GroupA_Sample,Sample,Field,Sediment,NIA,PFDA,1.12E+03,2.97,1.11E+04,2.92,2.14E+00
2022_NIASediment_GroupA_Spike,Spike,Field,Sediment,NIA,PFDA,3.33E+04,2.9,4.87E+03,2.93,1.00E+00
2022_NIASediment_GroupB_FieldBlank,Blank,Field,Sediment,NIA,PFDA,0.00E+00,0,5.22E+03,2.93,1.00E+00
2022_NIASediment_GroupB_LabBlank,Blank,Lab,Sediment,NIA,PFDA,0.00E+00,0,2.93E+03,2.91,1.00E+00
2022_NIASediment_GroupB_Sample,Sample,Field,Sediment,NIA,PFDA,5.63E+02,2.92,2.68E+03,2.9,1.03E+00
2022_NIASediment_GroupB_Spike,Spike,Field,Sediment,NIA,PFDA,1.73E+04,2.9,2.94E+03,2.9,1.00E+00
2022_NIASediment_GroupE_FieldBlank,Blank,Field,Sediment,NIA,PFDA,2.65E+01,2.93,3.94E+03,2.89,1.00E+00
2022_NIASediment_GroupE_LabBlank,Blank,Lab,Sediment,NIA,PFDA,0.00E+00,0,1.79E+03,2.89,1.00E+00
2022_NIASediment_GroupE_Sample,Sample,Field,Sediment,NIA,PFDA,2.01E+02,2.9,2.04E+03,2.91,1.03E+00
2022_NIASediment_GroupE_Spike,Spike,Field,Sediment,NIA,PFDA,5.61E+03,2.88,1.27E+03,2.9,1.00E+00
2022_NIASediment_GroupF_FieldBlank,Blank,Field,Sediment,NIA,PFDA,2.30E+02,2.91,3.04E+03,2.94,1.00E+00
2022_NIASediment_GroupF_LabBlank,Blank,Lab,Sediment,NIA,PFDA,0.00E+00,0,1.85E+03,2.93,1.00E+00
2022_NIASediment_GroupF_Sample,Sample,Field,Sediment,NIA,PFDA,5.67E+02,2.96,1.62E+03,2.95,1.00E+00
2022_NIASediment_GroupF_Spike,Spike,Field,Sediment,NIA,PFDA,1.23E+04,2.92,1.20E+03,2.9,1.00E+00
2022_NIABiota_GroupA_BlenderBlank,Blank,Blender,Biota,NIA,PFDA,0.00E+00,0,6.51E+03,2.93,1.00E+00
2022_NIABiota_GroupA_Crayfish1,Sample,Pestle,Biota,NIA,PFDA,9.32E+02,2.92,3.35E+03,2.94,7.43E-01
2022_NIABiota_GroupA_Crayfish2,Sample,Pestle,Biota,NIA,PFDA,6.91E+02,2.95,2.69E+03,2.94,6.35E-01
2022_NIABiota_GroupA_MortarBlank,Blank,Pestle,Biota,NIA,PFDA,1.15E+03,2.93,5.95E+03,2.92,1.00E+00
2022_NIABiota_GroupA_MortarSpike,Spike,Pestle,Biota,NIA,PFDA,7.89E+02,2.98,4.02E+03,2.91,1.00E+00
2022_NIABiota_GroupA_Sunfish1,Sample,Blender,Biota,NIA,PFDA,6.57E+02,2.93,4.45E+03,2.96,7.31E-01
2022_NIABiota_GroupA_Sunfish2,Sample,Blender,Biota,NIA,PFDA,6.40E+03,2.92,4.90E+03,2.93,8.26E-01
2022_NIABiota_GroupB_BlenderBlank,Blank,Blender,Biota,NIA,PFDA,0.00E+00,0,5.23E+03,2.94,1.00E+00
2022_NIABiota_GroupB_BlenderSpike,Spike,Blender,Biota,NIA,PFDA,2.17E+03,2.95,7.40E+03,2.94,1.00E+00
2022_NIABiota_GroupB_HomogenizerBlank,Blank,Homogenizer,Biota,NIA,PFDA,1.05E+03,2.93,5.10E+03,2.91,1.00E+00
2022_NIABiota_GroupB_HomogenizerSpike,Spike,Homogenizer,Biota,NIA,PFDA,4.09E+04,2.94,3.69E+03,2.94,1.00E+00
2022_NIABiota_GroupB_Spider1,Sample,Homogenizer,Biota,NIA,PFDA,0.00E+00,0,5.95E+03,2.92,1.00E-01
2022_NIABiota_GroupB_Spider2,Sample,Homogenizer,Biota,NIA,PFDA,3.80E+02,2.92,6.67E+03,2.93,1.00E-01
2022_NIABiota_GroupB_Sunfish1,Sample,Blender,Biota,NIA,PFDA,0.00E+00,0,5.60E+03,2.95,6.20E-01
2022_NIABiota_GroupB_Sunfish2,Sample,Blender,Biota,NIA,PFDA,4.18E+04,2.93,5.09E+03,2.94,6.91E-01
2022_NIABiota_GroupC_BlenderBlank,Blank,Blender,Biota,NIA,PFDA,0.00E+00,0,4.07E+03,2.94,1.00E+00
2022_NIABiota_GroupC_BlenderSpike,Spike,Blender,Biota,NIA,PFDA,4.00E+02,2.98,5.43E+03,2.94,1.00E+00
2022_NIABiota_GroupC_Catfish1,Sample,Blender,Biota,NIA,PFDA,5.60E+02,2.94,1.64E+03,2.95,7.03E-01
2022_NIABiota_GroupC_Catfish2,Sample,Blender,Biota,NIA,PFDA,1.32E+04,2.93,1.86E+03,2.96,8.45E-01
2022_NIABiota_GroupC_HomogenizerBlank,Blank,Homogenizer,Biota,NIA,PFDA,0.00E+00,0,2.25E+03,2.95,1.00E+00
2022_NIABiota_GroupC_HomogenizerSpike,Spike,Homogenizer,Biota,NIA,PFDA,2.20E+02,2.92,2.44E+03,2.95,1.00E+00
2022_NIABiota_GroupC_Shrimp1,Sample,Homogenizer,Biota,NIA,PFDA,1.22E+03,2.93,3.48E+03,2.96,6.74E-01
2022_NIABiota_GroupC_Shrimp2,Sample,Homogenizer,Biota,NIA,PFDA,2.58E+04,2.93,3.54E+03,2.92,7.11E-01
2022_NIABiota_GroupD_Crayfish1,Sample,Pestle,Biota,NIA,PFDA,2.83E+02,2.93,4.92E+03,2.94,5.77E-01
2022_NIABiota_GroupD_Crayfish2,Sample,Pestle,Biota,NIA,PFDA,0.00E+00,0,4.68E+03,2.92,5.61E-01
2022_NIABiota_GroupD_MortarBlank,Blank,Pestle,Biota,NIA,PFDA,2.82E+02,2.97,5.15E+03,2.93,1.00E+00
2022_NIABiota_GroupD_MortarSpike,Spike,Pestle,Biota,NIA,PFDA,1.10E+04,2.91,4.08E+03,2.93,1.00E+00
2022_NIABiota_GroupE_BlenderBlank,Blank,Blender,Biota,NIA,PFDA,0.00E+00,0,5.36E+03,2.92,1.00E+00
2022_NIABiota_GroupE_Catfish,Sample,Blender,Biota,NIA,PFDA,1.28E+03,2.94,4.52E+03,2.93,8.01E-01
2022_NIABiota_GroupE_MortarBlank,Blank,Pestle,Biota,NIA,PFDA,0.00E+00,0,5.83E+03,2.94,1.00E+00
2022_NIABiota_GroupE_MortarSpike,Spike,Pestle,Biota,NIA,PFDA,4.36E+02,2.98,1.59E+03,2.92,1.00E+00
2022_NIABiota_GroupE_Snail,Sample,Pestle,Biota,NIA,PFDA,5.21E+03,2.97,3.55E+03,2.94,7.72E-01
2022_NIABiota_GroupF_BlenderBlank,Blank,Blender,Biota,NIA,PFDA,0.00E+00,0,3.10E+03,2.93,1.00E+00
2022_NIABiota_GroupF_BlenderSpike,Spike,Blender,Biota,NIA,PFDA,6.85E+02,2.97,6.81E+03,2.94,1.00E+00
2022_NIABiota_GroupF_LargeSunfish1,Sample,Blender,Biota,NIA,PFDA,6.34E+02,2.98,6.57E+03,2.95,5.50E-01
2022_NIABiota_GroupF_LargeSunfish2,Sample,Blender,Biota,NIA,PFDA,1.01E+03,2.95,4.26E+03,2.95,6.90E-01
2022_NIABiota_GroupF_LargeSunfish3,Sample,Blender,Biota,NIA,PFDA,1.22E+04,2.95,5.97E+03,2.93,7.02E-01
2022_NIABiota_GroupF_MortarBlank,Blank,Pestle,Biota,NIA,PFDA,0.00E+00,0,3.46E+03,2.93,1.00E+00
2022_NIABiota_GroupF_MortarSpike,Spike,Pestle,Biota,NIA,PFDA,1.13E+02,2.99,3.69E+03,2.96,1.00E+00
2022_NIABiota_GroupF_Snail1,Sample,Pestle,Biota,NIA,PFDA,2.00E+02,2.97,2.12E+03,2.95,6.21E-01
2022_NIABiota_GroupF_Snail2,Sample,Pestle,Biota,NIA,PFDA,6.02E+03,2.94,3.41E+03,2.93,5.42E-01
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,0.00E+00,0,1.11E+04,2.48,1.00E+00
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.24E+03,2.48,9.65E+03,2.47,1.00E+00
0.4 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,4.97E+03,2.46,8.97E+03,2.51,1.00E+00
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.10E+04,2.5,9.20E+03,2.48,1.00E+00
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.17E+04,2.51,1.01E+04,2.49,1.00E+00
4 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,3.41E+04,2.49,7.78E+03,2.5,1.00E+00
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,8.67E+04,2.48,9.25E+03,2.47,1.00E+00
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.68E+05,2.5,6.98E+03,2.48,1.00E+00
40 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.86E+05,2.49,7.14E+03,2.49,1.00E+00
100 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,5.64E+05,2.48,5.01E+03,2.5,1.00E+00
2022_20MCWater_FieldBlank,Blank,Field,Water,20MC,PFHxS,0.00E+00,0,5.71E+03,2.52,1.00E+00
2022_20MCWater_FieldSpike1,Spike,Field,Water,20MC,PFHxS,2.40E+03,0,5.80E+03,2.51,1.00E+00
2022_20MCWater_FieldSpike2,Spike,Field,Water,20MC,PFHxS,2.00E+03,0,4.46E+03,2.51,1.00E+00
2022_20MCWater_LabBlank,Blank,Lab,Water,20MC,PFHxS,0.00E+00,0,2.70E+03,2.52,1.00E+00
2022_20MCWater_Sample1,Sample,Field,Water,20MC,PFHxS,9.10E+02,0,4.56E+03,2.52,1.00E+02
2022_20MCWater_Sample2,Sample,Field,Water,20MC,PFHxS,2.03E+02,0,3.67E+03,2.53,1.00E+02
2022_20MCWater_Sample3,Sample,Field,Water,20MC,PFHxS,3.86E+03,2.52,3.94E+03,2.52,1.00E+02
2022_20MCWater_Sample4,Sample,Field,Water,20MC,PFHxS,3.53E+03,2.51,4.30E+03,2.52,1.00E+03
2022_NIAWater_FieldBlank1,Blank,Field,Water,NIA,PFHxS,0.00E+00,0,3.84E+03,2.49,1.00E+00
2022_NIAWater_FieldBlank2,Blank,Field,Water,NIA,PFHxS,0.00E+00,0,3.88E+03,2.51,1.00E+00
2022_NIAWater_FieldSpike1,Spike,Field,Water,NIA,PFHxS,1.26E+03,0,3.88E+03,2.51,1.00E+00
2022_NIAWater_FieldSpike2,Spike,Field,Water,NIA,PFHxS,1.86E+03,2.5,3.18E+03,2.45,1.00E+00
2022_NIAWater_LabBlank,Blank,Lab,Water,NIA,PFHxS,0.00E+00,2.43,2.34E+03,2.45,1.00E+00
2022_NIAWater_Sample1,Sample,Field,Water,NIA,PFHxS,7.03E+03,2.42,2.09E+03,2.42,1.00E+02
2022_NIAWater_Sample2,Sample,Field,Water,NIA,PFHxS,5.67E+03,2.52,2.89E+03,2.51,1.00E+02
2022_NIAWater_Sample3,Sample,Field,Water,NIA,PFHxS,5.35E+03,2.5,3.26E+03,2.52,1.00E+02
2022_NIASediment_GroupA_FieldBlank,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,8.87E+02,2.52,1.00E+00
2022_NIASediment_GroupA_LabBlank,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,3.72E+02,2.52,1.00E+00
2022_NIASediment_GroupA_Sample,Sample,Field,Sediment,NIA,PFHxS,9.83E+03,0,4.08E+02,2.5,2.14E+00
2022_NIASediment_GroupA_Spike,Spike,Field,Sediment,NIA,PFHxS,1.37E+03,2.51,1.87E+02,2.53,1.00E+00
2022_NIASediment_GroupB_FieldBlank,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,1.82E+02,2.5,1.00E+00
2022_NIASediment_GroupB_LabBlank,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,2.50E+02,2.53,1.00E+00
2022_NIASediment_GroupB_Sample,Sample,Field,Sediment,NIA,PFHxS,1.71E+04,2.56,4.91E+02,2.49,1.03E+00
2022_NIASediment_GroupB_Spike,Spike,Field,Sediment,NIA,PFHxS,3.17E+03,2.22,1.06E+02,2.5,1.00E+00
2022_NIASediment_GroupE_FieldBlank,Blank,Field,Sediment,NIA,PFHxS,1.75E+03,2.26,3.41E+02,2.53,1.00E+00
2022_NIASediment_GroupE_LabBlank,Blank,Lab,Sediment,NIA,PFHxS,5.12E+02,2.24,9.41E+01,2.53,1.00E+00
2022_NIASediment_GroupE_Sample,Sample,Field,Sediment,NIA,PFHxS,3.80E+03,2.27,9.14E+01,2.54,1.03E+00
2022_NIASediment_GroupE_Spike,Spike,Field,Sediment,NIA,PFHxS,9.04E+03,2.28,1.44E+02,2.55,1.00E+00
2022_NIASediment_GroupF_FieldBlank,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,0,6.56E+01,2.3,1.00E+00
2022_NIASediment_GroupF_LabBlank,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,0,5.36E+01,2.9,1.00E+00
2022_NIASediment_GroupF_Sample,Sample,Field,Sediment,NIA,PFHxS,3.62E+03,0,1.05E+02,2.51,1.00E+00
2022_NIASediment_GroupF_Spike,Spike,Field,Sediment,NIA,PFHxS,8.01E+02,2.5,1.19E+02,3.04,1.00E+00
2022_NIABiota_GroupA_BlenderBlank,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,0,5.13E+02,2.72,1.00E+00
2022_NIABiota_GroupA_Crayfish1,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,0,6.56E+02,3.3,7.43E-01
2022_NIABiota_GroupA_Crayfish2,Sample,Pestle,Biota,NIA,PFHxS,3.65E+01,2.67,1.19E+02,2.57,6.35E-01
2022_NIABiota_GroupA_MortarBlank,Blank,Pestle,Biota,NIA,PFHxS,0.00E+00,0,6.63E+02,2.5,1.00E+00
2022_NIABiota_GroupA_MortarSpike,Spike,Pestle,Biota,NIA,PFHxS,1.09E+02,2.58,9.82E+01,2.52,1.00E+00
2022_NIABiota_GroupA_Sunfish1,Sample,Blender,Biota,NIA,PFHxS,5.45E+02,2.54,2.79E+02,2.49,7.31E-01
2022_NIABiota_GroupA_Sunfish2,Sample,Blender,Biota,NIA,PFHxS,3.30E+03,2.52,5.03E+02,2.53,8.26E-01
2022_NIABiota_GroupB_BlenderBlank,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,0,6.19E+02,2.5,1.00E+00
2022_NIABiota_GroupB_BlenderSpike,Spike,Blender,Biota,NIA,PFHxS,9.12E+01,2.58,2.25E+02,2.52,1.00E+00
2022_NIABiota_GroupB_HomogenizerBlank,Blank,Homogenizer,Biota,NIA,PFHxS,1.84E+02,2.65,1.32E+02,2.57,1.00E+00
2022_NIABiota_GroupB_HomogenizerSpike,Spike,Homogenizer,Biota,NIA,PFHxS,1.50E+03,2.56,1.06E+02,2.5,1.00E+00
2022_NIABiota_GroupB_Spider1,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,5.18E+02,2.49,1.00E-01
2022_NIABiota_GroupB_Spider2,Sample,Homogenizer,Biota,NIA,PFHxS,1.30E+02,2.52,3.10E+02,2.53,1.00E-01
2022_NIABiota_GroupB_Sunfish1,Sample,Blender,Biota,NIA,PFHxS,1.85E+02,2.54,1.86E+02,2.48,6.20E-01
2022_NIABiota_GroupB_Sunfish2,Sample,Blender,Biota,NIA,PFHxS,3.70E+03,2.53,6.53E+02,2.51,6.91E-01
